variant,order,rung,added,n_sources,sources,schedule,exposure,train_edges,checkpoint_step,model_prefix,model_key,logical_id,task,dataset,entry_rung,rel_to_entry,in_training,is_newcomer,metric,value,primary
matched40k,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,full_adjacency,40000,nm_ladder_h2m_ordA_r8,matched40k__nm_ladder_h2m_ordA_r8,matched40k_A_r8,static_lp,covid19_twitter,2,6,1,0,hits_at_50,0.96,0
matched40k,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,full_adjacency,40000,nm_ladder_h2m_ordA_r8,matched40k__nm_ladder_h2m_ordA_r8,matched40k_A_r8,static_lp,midterm,3,5,1,0,auc,0.7064035714285715,1
matched40k,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,full_adjacency,40000,nm_ladder_h2m_ordA_r8,matched40k__nm_ladder_h2m_ordA_r8,matched40k_A_r8,static_lp,midterm,3,5,1,0,average_precision,0.6675355694042713,0
matched40k,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,full_adjacency,40000,nm_ladder_h2m_ordA_r8,matched40k__nm_ladder_h2m_ordA_r8,matched40k_A_r8,static_lp,midterm,3,5,1,0,hits_at_50,0.74,0
matched40k,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,full_adjacency,40000,nm_ladder_h2m_ordA_r8,matched40k__nm_ladder_h2m_ordA_r8,matched40k_A_r8,static_lp,twibot20,7,1,1,0,auc,0.8129150510204082,1
matched40k,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,full_adjacency,40000,nm_ladder_h2m_ordA_r8,matched40k__nm_ladder_h2m_ordA_r8,matched40k_A_r8,static_lp,twibot20,7,1,1,0,average_precision,0.7847988992730957,0
matched40k,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,full_adjacency,40000,nm_ladder_h2m_ordA_r8,matched40k__nm_ladder_h2m_ordA_r8,matched40k_A_r8,static_lp,twibot20,7,1,1,0,hits_at_50,0.9,0
matched40k,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,full_adjacency,40000,nm_ladder_h2m_ordA_r8,matched40k__nm_ladder_h2m_ordA_r8,matched40k_A_r8,static_lp,cp_hk_twitter,8,0,1,1,auc,0.5587581632653061,1
matched40k,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,full_adjacency,40000,nm_ladder_h2m_ordA_r8,matched40k__nm_ladder_h2m_ordA_r8,matched40k_A_r8,static_lp,cp_hk_twitter,8,0,1,1,average_precision,0.5199876116248072,0
matched40k,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,full_adjacency,40000,nm_ladder_h2m_ordA_r8,matched40k__nm_ladder_h2m_ordA_r8,matched40k_A_r8,static_lp,cp_hk_twitter,8,0,1,1,hits_at_50,0.46,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,classification,covid_political,4,-3,0,0,roc_auc,0.9224760277777778,1
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,classification,covid_political,4,-3,0,0,accuracy,0.878,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,classification,covid_political,4,-3,0,0,f1,0.8777759225246284,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,classification,election2020,5,-4,0,0,roc_auc,0.983852,1
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,classification,election2020,5,-4,0,0,accuracy,0.974,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,classification,election2020,5,-4,0,0,f1,0.9744094488188977,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,classification,ukr_rus_suspended,6,-5,0,0,roc_auc,0.503556,1
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,classification,ukr_rus_suspended,6,-5,0,0,accuracy,0.515,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,classification,ukr_rus_suspended,6,-5,0,0,f1,0.5154845154845155,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,classification,twibot20,7,-6,0,0,roc_auc,0.5986619166666667,1
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,classification,twibot20,7,-6,0,0,accuracy,0.5736666666666667,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,classification,twibot20,7,-6,0,0,f1,0.5509129213483146,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,ukr_rus_twitter,1,0,1,1,auc,0.7719535714285715,1
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,ukr_rus_twitter,1,0,1,1,average_precision,0.7605734873882722,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,ukr_rus_twitter,1,0,1,1,hits_at_50,0.86,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,covid19_twitter,2,-1,0,0,auc,0.874644387755102,1
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,covid19_twitter,2,-1,0,0,average_precision,0.8657683145636762,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,covid19_twitter,2,-1,0,0,hits_at_50,0.92,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,midterm,3,-2,0,0,auc,0.7077545918367347,1
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,midterm,3,-2,0,0,average_precision,0.6558674631669406,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,midterm,3,-2,0,0,hits_at_50,0.74,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,twibot20,7,-6,0,0,auc,0.8013627551020408,1
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,twibot20,7,-6,0,0,average_precision,0.7688568335633007,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,twibot20,7,-6,0,0,hits_at_50,0.86,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,cp_hk_twitter,8,-7,0,0,auc,0.5711117346938775,1
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,cp_hk_twitter,8,-7,0,0,average_precision,0.5207339679667007,0
sequential,A,1,ukr_rus,1,ukr_rus,sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r1,sequential__nm_ladder_seq_h2m_r1,sequential_A_r1,static_lp,cp_hk_twitter,8,-7,0,0,hits_at_50,0.22,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,classification,covid_political,4,-2,0,0,roc_auc,0.9111218055555556,1
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,classification,covid_political,4,-2,0,0,accuracy,0.875,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,classification,covid_political,4,-2,0,0,f1,0.8722316865417377,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,classification,election2020,5,-3,0,0,roc_auc,0.9845759999999999,1
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,classification,election2020,5,-3,0,0,accuracy,0.974,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,classification,election2020,5,-3,0,0,f1,0.9744597249508841,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,classification,ukr_rus_suspended,6,-4,0,0,roc_auc,0.49189400000000005,1
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,classification,ukr_rus_suspended,6,-4,0,0,accuracy,0.492,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,classification,ukr_rus_suspended,6,-4,0,0,f1,0.4773662551440329,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,classification,twibot20,7,-5,0,0,roc_auc,0.5966745555555556,1
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,classification,twibot20,7,-5,0,0,accuracy,0.5674166666666667,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,classification,twibot20,7,-5,0,0,f1,0.5563627040423895,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,ukr_rus_twitter,1,1,1,0,auc,0.7463826530612245,1
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,ukr_rus_twitter,1,1,1,0,average_precision,0.7259013678564495,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,ukr_rus_twitter,1,1,1,0,hits_at_50,0.9,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,covid19_twitter,2,0,1,1,auc,0.8876505102040816,1
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,covid19_twitter,2,0,1,1,average_precision,0.8843847506883623,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,covid19_twitter,2,0,1,1,hits_at_50,0.96,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,midterm,3,-1,0,0,auc,0.7202928571428572,1
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,midterm,3,-1,0,0,average_precision,0.6568787587567019,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,midterm,3,-1,0,0,hits_at_50,0.68,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,twibot20,7,-5,0,0,auc,0.8033234693877551,1
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,twibot20,7,-5,0,0,average_precision,0.7750837992780112,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,twibot20,7,-5,0,0,hits_at_50,0.88,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,cp_hk_twitter,8,-6,0,0,auc,0.552375,1
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,cp_hk_twitter,8,-6,0,0,average_precision,0.5092711855096334,0
sequential,A,2,covid,2,"ukr_rus,covid",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r2,sequential__nm_ladder_seq_h2m_r2,sequential_A_r2,static_lp,cp_hk_twitter,8,-6,0,0,hits_at_50,0.32,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,classification,covid_political,4,-1,0,0,roc_auc,0.8973032361111112,1
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,classification,covid_political,4,-1,0,0,accuracy,0.8375833333333333,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,classification,covid_political,4,-1,0,0,f1,0.8356522472383844,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,classification,election2020,5,-2,0,0,roc_auc,0.987904,1
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,classification,election2020,5,-2,0,0,accuracy,0.973,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,classification,election2020,5,-2,0,0,f1,0.9733464955577492,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,classification,ukr_rus_suspended,6,-3,0,0,roc_auc,0.51586,1
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,classification,ukr_rus_suspended,6,-3,0,0,accuracy,0.524,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,classification,ukr_rus_suspended,6,-3,0,0,f1,0.5172413793103449,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,classification,twibot20,7,-4,0,0,roc_auc,0.5561518333333333,1
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,classification,twibot20,7,-4,0,0,accuracy,0.5400833333333334,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,classification,twibot20,7,-4,0,0,f1,0.5526465104968793,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,ukr_rus_twitter,1,2,1,0,auc,0.6345229591836735,1
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,ukr_rus_twitter,1,2,1,0,average_precision,0.5980376976207731,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,ukr_rus_twitter,1,2,1,0,hits_at_50,0.6,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,covid19_twitter,2,1,1,0,auc,0.7979994897959184,1
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,covid19_twitter,2,1,1,0,average_precision,0.7963316831614625,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,covid19_twitter,2,1,1,0,hits_at_50,0.94,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,midterm,3,0,1,1,auc,0.6838739795918367,1
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,midterm,3,0,1,1,average_precision,0.6505442056537247,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,midterm,3,0,1,1,hits_at_50,0.7,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,twibot20,7,-4,0,0,auc,0.7456698979591837,1
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,twibot20,7,-4,0,0,average_precision,0.7029980492750546,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,twibot20,7,-4,0,0,hits_at_50,0.86,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,cp_hk_twitter,8,-5,0,0,auc,0.5213642857142857,1
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,cp_hk_twitter,8,-5,0,0,average_precision,0.48890652702625215,0
sequential,A,3,midterm,3,"ukr_rus,covid,midterm",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r3,sequential__nm_ladder_seq_h2m_r3,sequential_A_r3,static_lp,cp_hk_twitter,8,-5,0,0,hits_at_50,0.22,0
sequential,A,4,covid_political,4,"ukr_rus,covid,midterm,covid_political",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r4,sequential__nm_ladder_seq_h2m_r4,sequential_A_r4,classification,covid_political,4,0,1,1,roc_auc,0.880561125,1
sequential,A,4,covid_political,4,"ukr_rus,covid,midterm,covid_political",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r4,sequential__nm_ladder_seq_h2m_r4,sequential_A_r4,classification,covid_political,4,0,1,1,accuracy,0.796,0
sequential,A,4,covid_political,4,"ukr_rus,covid,midterm,covid_political",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r4,sequential__nm_ladder_seq_h2m_r4,sequential_A_r4,classification,covid_political,4,0,1,1,f1,0.8107606679035251,0
sequential,A,4,covid_political,4,"ukr_rus,covid,midterm,covid_political",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r4,sequential__nm_ladder_seq_h2m_r4,sequential_A_r4,classification,election2020,5,-1,0,0,roc_auc,0.979134,1
sequential,A,4,covid_political,4,"ukr_rus,covid,midterm,covid_political",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r4,sequential__nm_ladder_seq_h2m_r4,sequential_A_r4,classification,election2020,5,-1,0,0,accuracy,0.965,0
sequential,A,4,covid_political,4,"ukr_rus,covid,midterm,covid_political",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r4,sequential__nm_ladder_seq_h2m_r4,sequential_A_r4,classification,election2020,5,-1,0,0,f1,0.9659863945578231,0
sequential,A,4,covid_political,4,"ukr_rus,covid,midterm,covid_political",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r4,sequential__nm_ladder_seq_h2m_r4,sequential_A_r4,classification,ukr_rus_suspended,6,-2,0,0,roc_auc,0.48895199999999994,1
sequential,A,4,covid_political,4,"ukr_rus,covid,midterm,covid_political",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r4,sequential__nm_ladder_seq_h2m_r4,sequential_A_r4,classification,ukr_rus_suspended,6,-2,0,0,accuracy,0.484,0
sequential,A,4,covid_political,4,"ukr_rus,covid,midterm,covid_political",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r4,sequential__nm_ladder_seq_h2m_r4,sequential_A_r4,classification,ukr_rus_suspended,6,-2,0,0,f1,0.4613778705636743,0
sequential,A,4,covid_political,4,"ukr_rus,covid,midterm,covid_political",sequential_blocks,matched_total_40k,full_adjacency,40000,nm_ladder_seq_h2m_r4,sequential__nm_ladder_seq_h2m_r4,sequential_A_r4,classification,twibot20,7,-3,0,0,roc_auc,0.5185205833333333,1
