target	target_code	target_dataset	mixture_size	donor_codes	donors	prefix
ukr_rus_suspended	susp	ukr_rus_suspended	3	cp,bot,hk	covid_political,twibot20,cp_hk	mixdiv2k_k3_cp-bot-hk
covid_political	cp	covid_political	3	elec,susp,bot	election2020,ukr_rus_suspended,twibot20	mixdiv2k_k3_elec-susp-bot
covid_political	cp	covid_political	3	elec,susp,hk	election2020,ukr_rus_suspended,cp_hk	mixdiv2k_k3_elec-susp-hk
twibot20	bot	twibot20	3	elec,susp,hk	election2020,ukr_rus_suspended,cp_hk	mixdiv2k_k3_elec-susp-hk
covid_political	cp	covid_political	3	elec,bot,hk	election2020,twibot20,cp_hk	mixdiv2k_k3_elec-bot-hk
ukr_rus_suspended	susp	ukr_rus_suspended	3	elec,bot,hk	election2020,twibot20,cp_hk	mixdiv2k_k3_elec-bot-hk
covid_political	cp	covid_political	3	susp,bot,hk	ukr_rus_suspended,twibot20,cp_hk	mixdiv2k_k3_susp-bot-hk
election2020	elec	election2020	3	susp,bot,hk	ukr_rus_suspended,twibot20,cp_hk	mixdiv2k_k3_susp-bot-hk
election2020	elec	election2020	4	ukr,cov,mid,cp	ukr_rus,covid,midterm,covid_political	mixdiv2k_k4_ukr-cov-mid-cp
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,cov,mid,cp	ukr_rus,covid,midterm,covid_political	mixdiv2k_k4_ukr-cov-mid-cp
twibot20	bot	twibot20	4	ukr,cov,mid,cp	ukr_rus,covid,midterm,covid_political	mixdiv2k_k4_ukr-cov-mid-cp
covid_political	cp	covid_political	4	ukr,cov,mid,elec	ukr_rus,covid,midterm,election2020	mixdiv2k_k4_ukr-cov-mid-elec
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,cov,mid,elec	ukr_rus,covid,midterm,election2020	mixdiv2k_k4_ukr-cov-mid-elec
twibot20	bot	twibot20	4	ukr,cov,mid,elec	ukr_rus,covid,midterm,election2020	mixdiv2k_k4_ukr-cov-mid-elec
covid_political	cp	covid_political	4	ukr,cov,mid,susp	ukr_rus,covid,midterm,ukr_rus_suspended	mixdiv2k_k4_ukr-cov-mid-susp
election2020	elec	election2020	4	ukr,cov,mid,susp	ukr_rus,covid,midterm,ukr_rus_suspended	mixdiv2k_k4_ukr-cov-mid-susp
twibot20	bot	twibot20	4	ukr,cov,mid,susp	ukr_rus,covid,midterm,ukr_rus_suspended	mixdiv2k_k4_ukr-cov-mid-susp
covid_political	cp	covid_political	4	ukr,cov,mid,bot	ukr_rus,covid,midterm,twibot20	mixdiv2k_k4_ukr-cov-mid-bot
election2020	elec	election2020	4	ukr,cov,mid,bot	ukr_rus,covid,midterm,twibot20	mixdiv2k_k4_ukr-cov-mid-bot
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,cov,mid,bot	ukr_rus,covid,midterm,twibot20	mixdiv2k_k4_ukr-cov-mid-bot
covid_political	cp	covid_political	4	ukr,cov,mid,hk	ukr_rus,covid,midterm,cp_hk	mixdiv2k_k4_ukr-cov-mid-hk
election2020	elec	election2020	4	ukr,cov,mid,hk	ukr_rus,covid,midterm,cp_hk	mixdiv2k_k4_ukr-cov-mid-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,cov,mid,hk	ukr_rus,covid,midterm,cp_hk	mixdiv2k_k4_ukr-cov-mid-hk
twibot20	bot	twibot20	4	ukr,cov,mid,hk	ukr_rus,covid,midterm,cp_hk	mixdiv2k_k4_ukr-cov-mid-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,cov,cp,elec	ukr_rus,covid,covid_political,election2020	mixdiv2k_k4_ukr-cov-cp-elec
twibot20	bot	twibot20	4	ukr,cov,cp,elec	ukr_rus,covid,covid_political,election2020	mixdiv2k_k4_ukr-cov-cp-elec
election2020	elec	election2020	4	ukr,cov,cp,susp	ukr_rus,covid,covid_political,ukr_rus_suspended	mixdiv2k_k4_ukr-cov-cp-susp
twibot20	bot	twibot20	4	ukr,cov,cp,susp	ukr_rus,covid,covid_political,ukr_rus_suspended	mixdiv2k_k4_ukr-cov-cp-susp
election2020	elec	election2020	4	ukr,cov,cp,bot	ukr_rus,covid,covid_political,twibot20	mixdiv2k_k4_ukr-cov-cp-bot
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,cov,cp,bot	ukr_rus,covid,covid_political,twibot20	mixdiv2k_k4_ukr-cov-cp-bot
election2020	elec	election2020	4	ukr,cov,cp,hk	ukr_rus,covid,covid_political,cp_hk	mixdiv2k_k4_ukr-cov-cp-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,cov,cp,hk	ukr_rus,covid,covid_political,cp_hk	mixdiv2k_k4_ukr-cov-cp-hk
twibot20	bot	twibot20	4	ukr,cov,cp,hk	ukr_rus,covid,covid_political,cp_hk	mixdiv2k_k4_ukr-cov-cp-hk
covid_political	cp	covid_political	4	ukr,cov,elec,susp	ukr_rus,covid,election2020,ukr_rus_suspended	mixdiv2k_k4_ukr-cov-elec-susp
twibot20	bot	twibot20	4	ukr,cov,elec,susp	ukr_rus,covid,election2020,ukr_rus_suspended	mixdiv2k_k4_ukr-cov-elec-susp
covid_political	cp	covid_political	4	ukr,cov,elec,bot	ukr_rus,covid,election2020,twibot20	mixdiv2k_k4_ukr-cov-elec-bot
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,cov,elec,bot	ukr_rus,covid,election2020,twibot20	mixdiv2k_k4_ukr-cov-elec-bot
covid_political	cp	covid_political	4	ukr,cov,elec,hk	ukr_rus,covid,election2020,cp_hk	mixdiv2k_k4_ukr-cov-elec-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,cov,elec,hk	ukr_rus,covid,election2020,cp_hk	mixdiv2k_k4_ukr-cov-elec-hk
twibot20	bot	twibot20	4	ukr,cov,elec,hk	ukr_rus,covid,election2020,cp_hk	mixdiv2k_k4_ukr-cov-elec-hk
covid_political	cp	covid_political	4	ukr,cov,susp,bot	ukr_rus,covid,ukr_rus_suspended,twibot20	mixdiv2k_k4_ukr-cov-susp-bot
election2020	elec	election2020	4	ukr,cov,susp,bot	ukr_rus,covid,ukr_rus_suspended,twibot20	mixdiv2k_k4_ukr-cov-susp-bot
covid_political	cp	covid_political	4	ukr,cov,susp,hk	ukr_rus,covid,ukr_rus_suspended,cp_hk	mixdiv2k_k4_ukr-cov-susp-hk
election2020	elec	election2020	4	ukr,cov,susp,hk	ukr_rus,covid,ukr_rus_suspended,cp_hk	mixdiv2k_k4_ukr-cov-susp-hk
twibot20	bot	twibot20	4	ukr,cov,susp,hk	ukr_rus,covid,ukr_rus_suspended,cp_hk	mixdiv2k_k4_ukr-cov-susp-hk
covid_political	cp	covid_political	4	ukr,cov,bot,hk	ukr_rus,covid,twibot20,cp_hk	mixdiv2k_k4_ukr-cov-bot-hk
election2020	elec	election2020	4	ukr,cov,bot,hk	ukr_rus,covid,twibot20,cp_hk	mixdiv2k_k4_ukr-cov-bot-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,cov,bot,hk	ukr_rus,covid,twibot20,cp_hk	mixdiv2k_k4_ukr-cov-bot-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,mid,cp,elec	ukr_rus,midterm,covid_political,election2020	mixdiv2k_k4_ukr-mid-cp-elec
twibot20	bot	twibot20	4	ukr,mid,cp,elec	ukr_rus,midterm,covid_political,election2020	mixdiv2k_k4_ukr-mid-cp-elec
election2020	elec	election2020	4	ukr,mid,cp,susp	ukr_rus,midterm,covid_political,ukr_rus_suspended	mixdiv2k_k4_ukr-mid-cp-susp
twibot20	bot	twibot20	4	ukr,mid,cp,susp	ukr_rus,midterm,covid_political,ukr_rus_suspended	mixdiv2k_k4_ukr-mid-cp-susp
election2020	elec	election2020	4	ukr,mid,cp,bot	ukr_rus,midterm,covid_political,twibot20	mixdiv2k_k4_ukr-mid-cp-bot
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,mid,cp,bot	ukr_rus,midterm,covid_political,twibot20	mixdiv2k_k4_ukr-mid-cp-bot
election2020	elec	election2020	4	ukr,mid,cp,hk	ukr_rus,midterm,covid_political,cp_hk	mixdiv2k_k4_ukr-mid-cp-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,mid,cp,hk	ukr_rus,midterm,covid_political,cp_hk	mixdiv2k_k4_ukr-mid-cp-hk
twibot20	bot	twibot20	4	ukr,mid,cp,hk	ukr_rus,midterm,covid_political,cp_hk	mixdiv2k_k4_ukr-mid-cp-hk
covid_political	cp	covid_political	4	ukr,mid,elec,susp	ukr_rus,midterm,election2020,ukr_rus_suspended	mixdiv2k_k4_ukr-mid-elec-susp
twibot20	bot	twibot20	4	ukr,mid,elec,susp	ukr_rus,midterm,election2020,ukr_rus_suspended	mixdiv2k_k4_ukr-mid-elec-susp
covid_political	cp	covid_political	4	ukr,mid,elec,bot	ukr_rus,midterm,election2020,twibot20	mixdiv2k_k4_ukr-mid-elec-bot
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,mid,elec,bot	ukr_rus,midterm,election2020,twibot20	mixdiv2k_k4_ukr-mid-elec-bot
covid_political	cp	covid_political	4	ukr,mid,elec,hk	ukr_rus,midterm,election2020,cp_hk	mixdiv2k_k4_ukr-mid-elec-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,mid,elec,hk	ukr_rus,midterm,election2020,cp_hk	mixdiv2k_k4_ukr-mid-elec-hk
twibot20	bot	twibot20	4	ukr,mid,elec,hk	ukr_rus,midterm,election2020,cp_hk	mixdiv2k_k4_ukr-mid-elec-hk
covid_political	cp	covid_political	4	ukr,mid,susp,bot	ukr_rus,midterm,ukr_rus_suspended,twibot20	mixdiv2k_k4_ukr-mid-susp-bot
election2020	elec	election2020	4	ukr,mid,susp,bot	ukr_rus,midterm,ukr_rus_suspended,twibot20	mixdiv2k_k4_ukr-mid-susp-bot
covid_political	cp	covid_political	4	ukr,mid,susp,hk	ukr_rus,midterm,ukr_rus_suspended,cp_hk	mixdiv2k_k4_ukr-mid-susp-hk
election2020	elec	election2020	4	ukr,mid,susp,hk	ukr_rus,midterm,ukr_rus_suspended,cp_hk	mixdiv2k_k4_ukr-mid-susp-hk
twibot20	bot	twibot20	4	ukr,mid,susp,hk	ukr_rus,midterm,ukr_rus_suspended,cp_hk	mixdiv2k_k4_ukr-mid-susp-hk
covid_political	cp	covid_political	4	ukr,mid,bot,hk	ukr_rus,midterm,twibot20,cp_hk	mixdiv2k_k4_ukr-mid-bot-hk
election2020	elec	election2020	4	ukr,mid,bot,hk	ukr_rus,midterm,twibot20,cp_hk	mixdiv2k_k4_ukr-mid-bot-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,mid,bot,hk	ukr_rus,midterm,twibot20,cp_hk	mixdiv2k_k4_ukr-mid-bot-hk
twibot20	bot	twibot20	4	ukr,cp,elec,susp	ukr_rus,covid_political,election2020,ukr_rus_suspended	mixdiv2k_k4_ukr-cp-elec-susp
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,cp,elec,bot	ukr_rus,covid_political,election2020,twibot20	mixdiv2k_k4_ukr-cp-elec-bot
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,cp,elec,hk	ukr_rus,covid_political,election2020,cp_hk	mixdiv2k_k4_ukr-cp-elec-hk
twibot20	bot	twibot20	4	ukr,cp,elec,hk	ukr_rus,covid_political,election2020,cp_hk	mixdiv2k_k4_ukr-cp-elec-hk
election2020	elec	election2020	4	ukr,cp,susp,bot	ukr_rus,covid_political,ukr_rus_suspended,twibot20	mixdiv2k_k4_ukr-cp-susp-bot
election2020	elec	election2020	4	ukr,cp,susp,hk	ukr_rus,covid_political,ukr_rus_suspended,cp_hk	mixdiv2k_k4_ukr-cp-susp-hk
twibot20	bot	twibot20	4	ukr,cp,susp,hk	ukr_rus,covid_political,ukr_rus_suspended,cp_hk	mixdiv2k_k4_ukr-cp-susp-hk
election2020	elec	election2020	4	ukr,cp,bot,hk	ukr_rus,covid_political,twibot20,cp_hk	mixdiv2k_k4_ukr-cp-bot-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,cp,bot,hk	ukr_rus,covid_political,twibot20,cp_hk	mixdiv2k_k4_ukr-cp-bot-hk
covid_political	cp	covid_political	4	ukr,elec,susp,bot	ukr_rus,election2020,ukr_rus_suspended,twibot20	mixdiv2k_k4_ukr-elec-susp-bot
covid_political	cp	covid_political	4	ukr,elec,susp,hk	ukr_rus,election2020,ukr_rus_suspended,cp_hk	mixdiv2k_k4_ukr-elec-susp-hk
twibot20	bot	twibot20	4	ukr,elec,susp,hk	ukr_rus,election2020,ukr_rus_suspended,cp_hk	mixdiv2k_k4_ukr-elec-susp-hk
covid_political	cp	covid_political	4	ukr,elec,bot,hk	ukr_rus,election2020,twibot20,cp_hk	mixdiv2k_k4_ukr-elec-bot-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	ukr,elec,bot,hk	ukr_rus,election2020,twibot20,cp_hk	mixdiv2k_k4_ukr-elec-bot-hk
covid_political	cp	covid_political	4	ukr,susp,bot,hk	ukr_rus,ukr_rus_suspended,twibot20,cp_hk	mixdiv2k_k4_ukr-susp-bot-hk
election2020	elec	election2020	4	ukr,susp,bot,hk	ukr_rus,ukr_rus_suspended,twibot20,cp_hk	mixdiv2k_k4_ukr-susp-bot-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	cov,mid,cp,elec	covid,midterm,covid_political,election2020	mixdiv2k_k4_cov-mid-cp-elec
twibot20	bot	twibot20	4	cov,mid,cp,elec	covid,midterm,covid_political,election2020	mixdiv2k_k4_cov-mid-cp-elec
election2020	elec	election2020	4	cov,mid,cp,susp	covid,midterm,covid_political,ukr_rus_suspended	mixdiv2k_k4_cov-mid-cp-susp
twibot20	bot	twibot20	4	cov,mid,cp,susp	covid,midterm,covid_political,ukr_rus_suspended	mixdiv2k_k4_cov-mid-cp-susp
election2020	elec	election2020	4	cov,mid,cp,bot	covid,midterm,covid_political,twibot20	mixdiv2k_k4_cov-mid-cp-bot
ukr_rus_suspended	susp	ukr_rus_suspended	4	cov,mid,cp,bot	covid,midterm,covid_political,twibot20	mixdiv2k_k4_cov-mid-cp-bot
election2020	elec	election2020	4	cov,mid,cp,hk	covid,midterm,covid_political,cp_hk	mixdiv2k_k4_cov-mid-cp-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	cov,mid,cp,hk	covid,midterm,covid_political,cp_hk	mixdiv2k_k4_cov-mid-cp-hk
twibot20	bot	twibot20	4	cov,mid,cp,hk	covid,midterm,covid_political,cp_hk	mixdiv2k_k4_cov-mid-cp-hk
covid_political	cp	covid_political	4	cov,mid,elec,susp	covid,midterm,election2020,ukr_rus_suspended	mixdiv2k_k4_cov-mid-elec-susp
twibot20	bot	twibot20	4	cov,mid,elec,susp	covid,midterm,election2020,ukr_rus_suspended	mixdiv2k_k4_cov-mid-elec-susp
covid_political	cp	covid_political	4	cov,mid,elec,bot	covid,midterm,election2020,twibot20	mixdiv2k_k4_cov-mid-elec-bot
ukr_rus_suspended	susp	ukr_rus_suspended	4	cov,mid,elec,bot	covid,midterm,election2020,twibot20	mixdiv2k_k4_cov-mid-elec-bot
covid_political	cp	covid_political	4	cov,mid,elec,hk	covid,midterm,election2020,cp_hk	mixdiv2k_k4_cov-mid-elec-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	cov,mid,elec,hk	covid,midterm,election2020,cp_hk	mixdiv2k_k4_cov-mid-elec-hk
twibot20	bot	twibot20	4	cov,mid,elec,hk	covid,midterm,election2020,cp_hk	mixdiv2k_k4_cov-mid-elec-hk
covid_political	cp	covid_political	4	cov,mid,susp,bot	covid,midterm,ukr_rus_suspended,twibot20	mixdiv2k_k4_cov-mid-susp-bot
election2020	elec	election2020	4	cov,mid,susp,bot	covid,midterm,ukr_rus_suspended,twibot20	mixdiv2k_k4_cov-mid-susp-bot
covid_political	cp	covid_political	4	cov,mid,susp,hk	covid,midterm,ukr_rus_suspended,cp_hk	mixdiv2k_k4_cov-mid-susp-hk
election2020	elec	election2020	4	cov,mid,susp,hk	covid,midterm,ukr_rus_suspended,cp_hk	mixdiv2k_k4_cov-mid-susp-hk
twibot20	bot	twibot20	4	cov,mid,susp,hk	covid,midterm,ukr_rus_suspended,cp_hk	mixdiv2k_k4_cov-mid-susp-hk
covid_political	cp	covid_political	4	cov,mid,bot,hk	covid,midterm,twibot20,cp_hk	mixdiv2k_k4_cov-mid-bot-hk
election2020	elec	election2020	4	cov,mid,bot,hk	covid,midterm,twibot20,cp_hk	mixdiv2k_k4_cov-mid-bot-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	cov,mid,bot,hk	covid,midterm,twibot20,cp_hk	mixdiv2k_k4_cov-mid-bot-hk
twibot20	bot	twibot20	4	cov,cp,elec,susp	covid,covid_political,election2020,ukr_rus_suspended	mixdiv2k_k4_cov-cp-elec-susp
ukr_rus_suspended	susp	ukr_rus_suspended	4	cov,cp,elec,bot	covid,covid_political,election2020,twibot20	mixdiv2k_k4_cov-cp-elec-bot
ukr_rus_suspended	susp	ukr_rus_suspended	4	cov,cp,elec,hk	covid,covid_political,election2020,cp_hk	mixdiv2k_k4_cov-cp-elec-hk
twibot20	bot	twibot20	4	cov,cp,elec,hk	covid,covid_political,election2020,cp_hk	mixdiv2k_k4_cov-cp-elec-hk
election2020	elec	election2020	4	cov,cp,susp,bot	covid,covid_political,ukr_rus_suspended,twibot20	mixdiv2k_k4_cov-cp-susp-bot
election2020	elec	election2020	4	cov,cp,susp,hk	covid,covid_political,ukr_rus_suspended,cp_hk	mixdiv2k_k4_cov-cp-susp-hk
twibot20	bot	twibot20	4	cov,cp,susp,hk	covid,covid_political,ukr_rus_suspended,cp_hk	mixdiv2k_k4_cov-cp-susp-hk
election2020	elec	election2020	4	cov,cp,bot,hk	covid,covid_political,twibot20,cp_hk	mixdiv2k_k4_cov-cp-bot-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	cov,cp,bot,hk	covid,covid_political,twibot20,cp_hk	mixdiv2k_k4_cov-cp-bot-hk
covid_political	cp	covid_political	4	cov,elec,susp,bot	covid,election2020,ukr_rus_suspended,twibot20	mixdiv2k_k4_cov-elec-susp-bot
covid_political	cp	covid_political	4	cov,elec,susp,hk	covid,election2020,ukr_rus_suspended,cp_hk	mixdiv2k_k4_cov-elec-susp-hk
twibot20	bot	twibot20	4	cov,elec,susp,hk	covid,election2020,ukr_rus_suspended,cp_hk	mixdiv2k_k4_cov-elec-susp-hk
covid_political	cp	covid_political	4	cov,elec,bot,hk	covid,election2020,twibot20,cp_hk	mixdiv2k_k4_cov-elec-bot-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	cov,elec,bot,hk	covid,election2020,twibot20,cp_hk	mixdiv2k_k4_cov-elec-bot-hk
covid_political	cp	covid_political	4	cov,susp,bot,hk	covid,ukr_rus_suspended,twibot20,cp_hk	mixdiv2k_k4_cov-susp-bot-hk
election2020	elec	election2020	4	cov,susp,bot,hk	covid,ukr_rus_suspended,twibot20,cp_hk	mixdiv2k_k4_cov-susp-bot-hk
twibot20	bot	twibot20	4	mid,cp,elec,susp	midterm,covid_political,election2020,ukr_rus_suspended	mixdiv2k_k4_mid-cp-elec-susp
ukr_rus_suspended	susp	ukr_rus_suspended	4	mid,cp,elec,bot	midterm,covid_political,election2020,twibot20	mixdiv2k_k4_mid-cp-elec-bot
ukr_rus_suspended	susp	ukr_rus_suspended	4	mid,cp,elec,hk	midterm,covid_political,election2020,cp_hk	mixdiv2k_k4_mid-cp-elec-hk
twibot20	bot	twibot20	4	mid,cp,elec,hk	midterm,covid_political,election2020,cp_hk	mixdiv2k_k4_mid-cp-elec-hk
election2020	elec	election2020	4	mid,cp,susp,bot	midterm,covid_political,ukr_rus_suspended,twibot20	mixdiv2k_k4_mid-cp-susp-bot
election2020	elec	election2020	4	mid,cp,susp,hk	midterm,covid_political,ukr_rus_suspended,cp_hk	mixdiv2k_k4_mid-cp-susp-hk
twibot20	bot	twibot20	4	mid,cp,susp,hk	midterm,covid_political,ukr_rus_suspended,cp_hk	mixdiv2k_k4_mid-cp-susp-hk
election2020	elec	election2020	4	mid,cp,bot,hk	midterm,covid_political,twibot20,cp_hk	mixdiv2k_k4_mid-cp-bot-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	mid,cp,bot,hk	midterm,covid_political,twibot20,cp_hk	mixdiv2k_k4_mid-cp-bot-hk
covid_political	cp	covid_political	4	mid,elec,susp,bot	midterm,election2020,ukr_rus_suspended,twibot20	mixdiv2k_k4_mid-elec-susp-bot
covid_political	cp	covid_political	4	mid,elec,susp,hk	midterm,election2020,ukr_rus_suspended,cp_hk	mixdiv2k_k4_mid-elec-susp-hk
twibot20	bot	twibot20	4	mid,elec,susp,hk	midterm,election2020,ukr_rus_suspended,cp_hk	mixdiv2k_k4_mid-elec-susp-hk
covid_political	cp	covid_political	4	mid,elec,bot,hk	midterm,election2020,twibot20,cp_hk	mixdiv2k_k4_mid-elec-bot-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	mid,elec,bot,hk	midterm,election2020,twibot20,cp_hk	mixdiv2k_k4_mid-elec-bot-hk
covid_political	cp	covid_political	4	mid,susp,bot,hk	midterm,ukr_rus_suspended,twibot20,cp_hk	mixdiv2k_k4_mid-susp-bot-hk
election2020	elec	election2020	4	mid,susp,bot,hk	midterm,ukr_rus_suspended,twibot20,cp_hk	mixdiv2k_k4_mid-susp-bot-hk
twibot20	bot	twibot20	4	cp,elec,susp,hk	covid_political,election2020,ukr_rus_suspended,cp_hk	mixdiv2k_k4_cp-elec-susp-hk
ukr_rus_suspended	susp	ukr_rus_suspended	4	cp,elec,bot,hk	covid_political,election2020,twibot20,cp_hk	mixdiv2k_k4_cp-elec-bot-hk
election2020	elec	election2020	4	cp,susp,bot,hk	covid_political,ukr_rus_suspended,twibot20,cp_hk	mixdiv2k_k4_cp-susp-bot-hk
covid_political	cp	covid_political	4	elec,susp,bot,hk	election2020,ukr_rus_suspended,twibot20,cp_hk	mixdiv2k_k4_elec-susp-bot-hk
