target,mixture_size,sources,run_id,seed,checkpoint_step,roc_auc_ovr_macro,f1_macro,accuracy
pubmed,4,"covid_political,ukr_rus_suspended,election2020,twibot20",ladder_k4_covid_political-ukr_rus_suspended-election2020-twibot20_s0,0,900,0.7561560854416713,0.5681230665585553,0.5648905369025246
pubmed,4,"covid_political,ukr_rus_suspended,election2020,twibot20",ladder_k4_covid_political-ukr_rus_suspended-election2020-twibot20_s0,0,2500,0.8134690338196896,0.6449811595645242,0.6419972570731955
pubmed,5,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0,0,100,0.886703707806686,0.783683496781529,0.7880327119418906
pubmed,5,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0,0,300,0.7679404162833778,0.5735704760387906,0.5716462640321024
pubmed,5,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0,0,900,0.8157473924547284,0.6423746804663084,0.6397622796769442
pubmed,5,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0,0,2500,0.8446941605612096,0.6819789869036975,0.6793315385787576
pubmed,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",loo_pubmed_s0,0,100,0.887934572195508,0.7768061589837972,0.7803626758774826
pubmed,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",loo_pubmed_s0,0,300,0.7935090110595592,0.6012742621193822,0.6117234723421547
pubmed,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",loo_pubmed_s0,0,900,0.808715682009566,0.6229263136127886,0.6222888200335247
pubmed,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",loo_pubmed_s0,0,2500,0.8501565122976907,0.698771880274838,0.6938588916543912
