training_steps,target,added_donor,base_donors,expanded_donors,roc_auc_delta
750,ukr_rus_suspended,twibot20,facebook_page_reference,"facebook_page_reference,twibot20",0.005916000000000032
750,ukr_rus_suspended,twibot20,"covid_political,election2020","covid_political,election2020,twibot20",-0.01770199999999994
750,ukr_rus_suspended,twibot20,"covid_political,facebook_page_reference","covid_political,facebook_page_reference,twibot20",0.007346000000000019
750,ukr_rus_suspended,twibot20,"covid_political,election2020,facebook_page_reference","covid_political,election2020,facebook_page_reference,twibot20",0.014757999999999993
750,ukr_rus_suspended,twibot20,"election2020,facebook_page_reference","election2020,facebook_page_reference,twibot20",0.017091999999999996
750,twibot20,covid_political,election2020,"covid_political,election2020",-0.03421145833333339
750,twibot20,covid_political,facebook_page_reference,"covid_political,facebook_page_reference",0.0440660972222221
750,twibot20,covid_political,"election2020,ukr_rus_suspended","covid_political,election2020,ukr_rus_suspended",0.03777963888888891
750,twibot20,covid_political,ukr_rus_suspended,"covid_political,ukr_rus_suspended",0.03041037499999999
750,twibot20,covid_political,"facebook_page_reference,ukr_rus_suspended","covid_political,facebook_page_reference,ukr_rus_suspended",0.03196505555555551
750,twibot20,covid_political,"election2020,facebook_page_reference,ukr_rus_suspended","covid_political,election2020,facebook_page_reference,ukr_rus_suspended",0.037467999999999946
750,twibot20,covid_political,"election2020,facebook_page_reference","covid_political,election2020,facebook_page_reference",0.07397558333333332
750,twibot20,election2020,covid_political,"covid_political,election2020",0.06396958333333336
750,twibot20,election2020,facebook_page_reference,"election2020,facebook_page_reference",0.06895668055555548
750,twibot20,election2020,"covid_political,facebook_page_reference,ukr_rus_suspended","covid_political,election2020,facebook_page_reference,ukr_rus_suspended",0.023454986111111076
750,twibot20,election2020,ukr_rus_suspended,"election2020,ukr_rus_suspended",0.003456944444444443
750,twibot20,election2020,"facebook_page_reference,ukr_rus_suspended","election2020,facebook_page_reference,ukr_rus_suspended",0.01795204166666664
750,twibot20,election2020,"covid_political,facebook_page_reference","covid_political,election2020,facebook_page_reference",0.0988661666666667
750,twibot20,election2020,"covid_political,ukr_rus_suspended","covid_political,election2020,ukr_rus_suspended",0.010826208333333365
750,twibot20,facebook_page_reference,covid_political,"covid_political,facebook_page_reference",0.028421208333333392
750,twibot20,facebook_page_reference,election2020,"election2020,facebook_page_reference",-0.04486924999999997
750,twibot20,facebook_page_reference,"election2020,ukr_rus_suspended","election2020,facebook_page_reference,ukr_rus_suspended",-0.0184135138888889
750,twibot20,facebook_page_reference,"covid_political,election2020","covid_political,election2020,facebook_page_reference",0.06331779166666673
750,twibot20,facebook_page_reference,ukr_rus_suspended,"facebook_page_reference,ukr_rus_suspended",-0.0329086111111111
750,twibot20,facebook_page_reference,"covid_political,election2020,ukr_rus_suspended","covid_political,election2020,facebook_page_reference,ukr_rus_suspended",-0.018725152777777865
750,twibot20,facebook_page_reference,"covid_political,ukr_rus_suspended","covid_political,facebook_page_reference,ukr_rus_suspended",-0.031353930555555576
750,twibot20,ukr_rus_suspended,covid_political,"covid_political,ukr_rus_suspended",0.11895644444444453
750,twibot20,ukr_rus_suspended,election2020,"election2020,ukr_rus_suspended",-0.0061780277777777615
750,twibot20,ukr_rus_suspended,facebook_page_reference,"facebook_page_reference,ukr_rus_suspended",0.07128234722222215
750,twibot20,ukr_rus_suspended,"covid_political,election2020","covid_political,election2020,ukr_rus_suspended",0.06581306944444454
750,twibot20,ukr_rus_suspended,"covid_political,election2020,facebook_page_reference","covid_political,election2020,facebook_page_reference,ukr_rus_suspended",-0.01622987500000006
750,twibot20,ukr_rus_suspended,"covid_political,facebook_page_reference","covid_political,facebook_page_reference,ukr_rus_suspended",0.05918130555555556
750,twibot20,ukr_rus_suspended,"election2020,facebook_page_reference","election2020,facebook_page_reference,ukr_rus_suspended",0.02027770833333331
1000,covid_political,election2020,"facebook_page_reference,twibot20","election2020,facebook_page_reference,twibot20",0.030105666666666586
1000,covid_political,election2020,ukr_rus_suspended,"election2020,ukr_rus_suspended",0.0888307592592592
1000,covid_political,election2020,"facebook_page_reference,twibot20,ukr_rus_suspended","election2020,facebook_page_reference,twibot20,ukr_rus_suspended",-0.0013955740740739797
1000,covid_political,election2020,twibot20,"election2020,twibot20",0.00669768518518532
1000,covid_political,election2020,"facebook_page_reference,ukr_rus_suspended","election2020,facebook_page_reference,ukr_rus_suspended",0.014465685185185206
1000,covid_political,election2020,facebook_page_reference,"election2020,facebook_page_reference",0.20502437037037025
1000,covid_political,election2020,"twibot20,ukr_rus_suspended","election2020,twibot20,ukr_rus_suspended",-0.008573777777777902
1000,covid_political,facebook_page_reference,ukr_rus_suspended,"facebook_page_reference,ukr_rus_suspended",0.07798375925925927
1000,covid_political,facebook_page_reference,twibot20,"facebook_page_reference,twibot20",-0.04316046296296272
1000,covid_political,facebook_page_reference,"election2020,ukr_rus_suspended","election2020,facebook_page_reference,ukr_rus_suspended",0.0036186851851852664
1000,covid_political,facebook_page_reference,election2020,"election2020,facebook_page_reference",-0.095832425925926
1000,covid_political,facebook_page_reference,"twibot20,ukr_rus_suspended","facebook_page_reference,twibot20,ukr_rus_suspended",-0.005061333333333473
1000,covid_political,facebook_page_reference,"election2020,twibot20","election2020,facebook_page_reference,twibot20",-0.019752481481481454
1000,covid_political,facebook_page_reference,"election2020,twibot20,ukr_rus_suspended","election2020,facebook_page_reference,twibot20,ukr_rus_suspended",0.0021168703703704495
1000,covid_political,twibot20,ukr_rus_suspended,"twibot20,ukr_rus_suspended",0.13540833333333346
1000,covid_political,twibot20,"facebook_page_reference,ukr_rus_suspended","facebook_page_reference,twibot20,ukr_rus_suspended",0.052363240740740724
1000,covid_political,twibot20,facebook_page_reference,"facebook_page_reference,twibot20",0.2539951481481483
1000,covid_political,twibot20,"election2020,facebook_page_reference","election2020,facebook_page_reference,twibot20",0.07907644444444462
1000,covid_political,twibot20,"election2020,facebook_page_reference,ukr_rus_suspended","election2020,facebook_page_reference,twibot20,ukr_rus_suspended",0.03650198148148154
1000,covid_political,twibot20,"election2020,ukr_rus_suspended","election2020,twibot20,ukr_rus_suspended",0.038003796296296355
1000,covid_political,twibot20,election2020,"election2020,twibot20",0.0029965000000000686
1000,covid_political,ukr_rus_suspended,"facebook_page_reference,twibot20","facebook_page_reference,twibot20,ukr_rus_suspended",0.03244140740740731
1000,covid_political,ukr_rus_suspended,twibot20,"twibot20,ukr_rus_suspended",-0.005657722222221939
1000,covid_political,ukr_rus_suspended,facebook_page_reference,"facebook_page_reference,ukr_rus_suspended",0.23407331481481486
1000,covid_political,ukr_rus_suspended,"election2020,facebook_page_reference,twibot20","election2020,facebook_page_reference,twibot20,ukr_rus_suspended",0.0009401666666667419
1000,covid_political,ukr_rus_suspended,"election2020,facebook_page_reference","election2020,facebook_page_reference,ukr_rus_suspended",0.04351462962962982
1000,covid_political,ukr_rus_suspended,election2020,"election2020,ukr_rus_suspended",-0.05593648148148145
1000,covid_political,ukr_rus_suspended,"election2020,twibot20","election2020,twibot20,ukr_rus_suspended",-0.020929185185185162
1000,election2020,covid_political,"facebook_page_reference,twibot20","covid_political,facebook_page_reference,twibot20",-0.00045200000000000795
1000,election2020,covid_political,ukr_rus_suspended,"covid_political,ukr_rus_suspended",0.0024160000000001958
1000,election2020,covid_political,"facebook_page_reference,ukr_rus_suspended","covid_political,facebook_page_reference,ukr_rus_suspended",0.0008759999999998769
1000,election2020,covid_political,facebook_page_reference,"covid_political,facebook_page_reference",0.0025879999999999237
1000,election2020,covid_political,"twibot20,ukr_rus_suspended","covid_political,twibot20,ukr_rus_suspended",0.0004039999999998489
1000,election2020,covid_political,twibot20,"covid_political,twibot20",-0.00104800000000016
1000,election2020,covid_political,"facebook_page_reference,twibot20,ukr_rus_suspended","covid_political,facebook_page_reference,twibot20,ukr_rus_suspended",-0.0037920000000002396
1000,election2020,facebook_page_reference,ukr_rus_suspended,"facebook_page_reference,ukr_rus_suspended",0.0026560000000002137
1000,election2020,facebook_page_reference,"covid_political,twibot20,ukr_rus_suspended","covid_political,facebook_page_reference,twibot20,ukr_rus_suspended",-0.003117999999999954
1000,election2020,facebook_page_reference,covid_political,"covid_political,facebook_page_reference",0.0004259999999998154
1000,election2020,facebook_page_reference,"twibot20,ukr_rus_suspended","facebook_page_reference,twibot20,ukr_rus_suspended",0.0010780000000001344
1000,election2020,facebook_page_reference,twibot20,"facebook_page_reference,twibot20",0.0007439999999999669
1000,election2020,facebook_page_reference,"covid_political,twibot20","covid_political,facebook_page_reference,twibot20",0.0013400000000001189
1000,election2020,facebook_page_reference,"covid_political,ukr_rus_suspended","covid_political,facebook_page_reference,ukr_rus_suspended",0.0011159999999998949
1000,election2020,twibot20,ukr_rus_suspended,"twibot20,ukr_rus_suspended",0.0049240000000001505
1000,election2020,twibot20,covid_political,"covid_political,twibot20",0.0017619999999998193
1000,election2020,twibot20,"facebook_page_reference,ukr_rus_suspended","facebook_page_reference,twibot20,ukr_rus_suspended",0.003346000000000071
1000,election2020,twibot20,facebook_page_reference,"facebook_page_reference,twibot20",0.005716000000000054
1000,election2020,twibot20,"covid_political,facebook_page_reference","covid_political,facebook_page_reference,twibot20",0.0026760000000001227
1000,election2020,twibot20,"covid_political,facebook_page_reference,ukr_rus_suspended","covid_political,facebook_page_reference,twibot20,ukr_rus_suspended",-0.0013220000000000454
1000,election2020,twibot20,"covid_political,ukr_rus_suspended","covid_political,twibot20,ukr_rus_suspended",0.0029119999999998036
1000,election2020,ukr_rus_suspended,"facebook_page_reference,twibot20","facebook_page_reference,twibot20,ukr_rus_suspended",0.0001460000000000905
1000,election2020,ukr_rus_suspended,covid_political,"covid_political,ukr_rus_suspended",0.00011399999999994748
1000,election2020,ukr_rus_suspended,facebook_page_reference,"facebook_page_reference,ukr_rus_suspended",0.0025160000000000737
1000,election2020,ukr_rus_suspended,twibot20,"twibot20,ukr_rus_suspended",-0.000188000000000077
1000,election2020,ukr_rus_suspended,"covid_political,facebook_page_reference,twibot20","covid_political,facebook_page_reference,twibot20,ukr_rus_suspended",-0.003194000000000141
1000,election2020,ukr_rus_suspended,"covid_political,facebook_page_reference","covid_political,facebook_page_reference,ukr_rus_suspended",0.0008040000000000269
1000,election2020,ukr_rus_suspended,"covid_political,twibot20","covid_political,twibot20,ukr_rus_suspended",0.0012639999999999318
1000,facebook_page_reference,covid_political,"election2020,twibot20,ukr_rus_suspended","covid_political,election2020,twibot20,ukr_rus_suspended",0.01710374999999975
1000,facebook_page_reference,covid_political,"election2020,ukr_rus_suspended","covid_political,election2020,ukr_rus_suspended",0.015419874999999972
1000,facebook_page_reference,covid_political,ukr_rus_suspended,"covid_political,ukr_rus_suspended",0.03383975000000006
1000,facebook_page_reference,covid_political,election2020,"covid_political,election2020",0.016764750000000106
1000,facebook_page_reference,covid_political,"election2020,twibot20","covid_political,election2020,twibot20",-0.021438874999999857
1000,facebook_page_reference,covid_political,twibot20,"covid_political,twibot20",-0.004653000000000018
1000,facebook_page_reference,covid_political,"twibot20,ukr_rus_suspended","covid_political,twibot20,ukr_rus_suspended",-0.03895700000000013
1000,facebook_page_reference,election2020,"covid_political,twibot20","covid_political,election2020,twibot20",-0.039320749999999904
1000,facebook_page_reference,election2020,"covid_political,twibot20,ukr_rus_suspended","covid_political,election2020,twibot20,ukr_rus_suspended",-0.008824999999999972
1000,facebook_page_reference,election2020,covid_political,"covid_political,election2020",0.013178000000000134
1000,facebook_page_reference,election2020,ukr_rus_suspended,"election2020,ukr_rus_suspended",0.05196450000000008
1000,facebook_page_reference,election2020,twibot20,"election2020,twibot20",-0.022534875000000065
1000,facebook_page_reference,election2020,"twibot20,ukr_rus_suspended","election2020,twibot20,ukr_rus_suspended",-0.06488574999999985
1000,facebook_page_reference,election2020,"covid_political,ukr_rus_suspended","covid_political,election2020,ukr_rus_suspended",0.033544624999999995
1000,facebook_page_reference,twibot20,"covid_political,election2020","covid_political,election2020,twibot20",0.022312749999999992
1000,facebook_page_reference,twibot20,covid_political,"covid_political,twibot20",0.07481150000000003
1000,facebook_page_reference,twibot20,"election2020,ukr_rus_suspended","election2020,twibot20,ukr_rus_suspended",0.02297125000000011
1000,facebook_page_reference,twibot20,ukr_rus_suspended,"twibot20,ukr_rus_suspended",0.13982150000000004
1000,facebook_page_reference,twibot20,"covid_political,election2020,ukr_rus_suspended","covid_political,election2020,twibot20,ukr_rus_suspended",0.02465512499999989
1000,facebook_page_reference,twibot20,election2020,"election2020,twibot20",0.060516374999999956
1000,facebook_page_reference,twibot20,"covid_political,ukr_rus_suspended","covid_political,twibot20,ukr_rus_suspended",0.06702474999999986
1000,facebook_page_reference,ukr_rus_suspended,"covid_political,twibot20","covid_political,twibot20,ukr_rus_suspended",-0.04357275000000005
1000,facebook_page_reference,ukr_rus_suspended,"covid_political,election2020","covid_political,election2020,ukr_rus_suspended",-0.015419375000000013
1000,facebook_page_reference,ukr_rus_suspended,covid_political,"covid_political,ukr_rus_suspended",-0.03578599999999987
1000,facebook_page_reference,ukr_rus_suspended,election2020,"election2020,ukr_rus_suspended",-0.014074499999999879
1000,facebook_page_reference,ukr_rus_suspended,"covid_political,election2020,twibot20","covid_political,election2020,twibot20,ukr_rus_suspended",-0.013077000000000116
1000,facebook_page_reference,ukr_rus_suspended,"election2020,twibot20","election2020,twibot20,ukr_rus_suspended",-0.051619624999999725
1000,facebook_page_reference,ukr_rus_suspended,twibot20,"twibot20,ukr_rus_suspended",-0.009268749999999937
1000,ukr_rus_suspended,covid_political,election2020,"covid_political,election2020",0.005913999999999975
1000,ukr_rus_suspended,covid_political,"facebook_page_reference,twibot20","covid_political,facebook_page_reference,twibot20",0.031084
1000,ukr_rus_suspended,covid_political,"election2020,facebook_page_reference","covid_political,election2020,facebook_page_reference",0.006333999999999951
1000,ukr_rus_suspended,covid_political,"election2020,twibot20","covid_political,election2020,twibot20",-0.003848000000000018
1000,ukr_rus_suspended,covid_political,twibot20,"covid_political,twibot20",0.012770000000000059
1000,ukr_rus_suspended,covid_political,"election2020,facebook_page_reference,twibot20","covid_political,election2020,facebook_page_reference,twibot20",-0.005215999999999998
1000,ukr_rus_suspended,covid_political,facebook_page_reference,"covid_political,facebook_page_reference",0.004186000000000023
1000,ukr_rus_suspended,election2020,covid_political,"covid_political,election2020",0.008793999999999969
1000,ukr_rus_suspended,election2020,"facebook_page_reference,twibot20","election2020,facebook_page_reference,twibot20",0.032769999999999966
1000,ukr_rus_suspended,election2020,"covid_political,facebook_page_reference","covid_political,election2020,facebook_page_reference",-0.01501200000000008
1000,ukr_rus_suspended,election2020,twibot20,"election2020,twibot20",0.024922
1000,ukr_rus_suspended,election2020,"covid_political,twibot20","covid_political,election2020,twibot20",0.008303999999999923
1000,ukr_rus_suspended,election2020,"covid_political,facebook_page_reference,twibot20","covid_political,election2020,facebook_page_reference,twibot20",-0.003530000000000033
1000,ukr_rus_suspended,election2020,facebook_page_reference,"election2020,facebook_page_reference",-0.01716000000000001
1000,ukr_rus_suspended,facebook_page_reference,election2020,"election2020,facebook_page_reference",-0.036216000000000026
1000,ukr_rus_suspended,facebook_page_reference,"covid_political,election2020,twibot20","covid_political,election2020,facebook_page_reference,twibot20",0.007194000000000034
1000,ukr_rus_suspended,facebook_page_reference,covid_political,"covid_political,facebook_page_reference",-0.01199
1000,ukr_rus_suspended,facebook_page_reference,"election2020,twibot20","election2020,facebook_page_reference,twibot20",0.008562000000000014
1000,ukr_rus_suspended,facebook_page_reference,twibot20,"facebook_page_reference,twibot20",0.0007140000000000479
1000,ukr_rus_suspended,facebook_page_reference,"covid_political,twibot20","covid_political,facebook_page_reference,twibot20",0.01902799999999999
1000,ukr_rus_suspended,facebook_page_reference,"covid_political,election2020","covid_political,election2020,facebook_page_reference",-0.03579600000000005
1000,ukr_rus_suspended,twibot20,election2020,"election2020,twibot20",-0.007666000000000006
1000,ukr_rus_suspended,twibot20,covid_political,"covid_political,twibot20",-0.016937999999999953
1000,ukr_rus_suspended,twibot20,"covid_political,facebook_page_reference","covid_political,facebook_page_reference,twibot20",0.014080000000000037
1000,ukr_rus_suspended,twibot20,"election2020,facebook_page_reference","election2020,facebook_page_reference,twibot20",0.037112000000000034
1000,ukr_rus_suspended,twibot20,"covid_political,election2020","covid_political,election2020,twibot20",-0.017428
1000,ukr_rus_suspended,twibot20,facebook_page_reference,"facebook_page_reference,twibot20",-0.01281799999999994
1000,ukr_rus_suspended,twibot20,"covid_political,election2020,facebook_page_reference","covid_political,election2020,facebook_page_reference,twibot20",0.025562000000000085
1000,twibot20,covid_political,"election2020,facebook_page_reference,ukr_rus_suspended","covid_political,election2020,facebook_page_reference,ukr_rus_suspended",0.08934647222222225
1000,twibot20,covid_political,election2020,"covid_political,election2020",-0.09634866666666664
1000,twibot20,covid_political,"facebook_page_reference,ukr_rus_suspended","covid_political,facebook_page_reference,ukr_rus_suspended",0.035409541666666766
1000,twibot20,covid_political,facebook_page_reference,"covid_political,facebook_page_reference",0.035775305555555637
1000,twibot20,covid_political,"election2020,facebook_page_reference","covid_political,election2020,facebook_page_reference",0.0370355
1000,twibot20,covid_political,"election2020,ukr_rus_suspended","covid_political,election2020,ukr_rus_suspended",0.04216598611111122
1000,twibot20,covid_political,ukr_rus_suspended,"covid_political,ukr_rus_suspended",0.014828263888888804
1000,twibot20,election2020,covid_political,"covid_political,election2020",0.02372019444444451
1000,twibot20,election2020,"covid_political,facebook_page_reference,ukr_rus_suspended","covid_political,election2020,facebook_page_reference,ukr_rus_suspended",0.03856306944444443
1000,twibot20,election2020,"facebook_page_reference,ukr_rus_suspended","election2020,facebook_page_reference,ukr_rus_suspended",-0.015373861111111053
1000,twibot20,election2020,facebook_page_reference,"election2020,facebook_page_reference",0.008807791666666676
1000,twibot20,election2020,"covid_political,facebook_page_reference","covid_political,election2020,facebook_page_reference",0.010067986111111038
1000,twibot20,election2020,ukr_rus_suspended,"election2020,ukr_rus_suspended",-0.03255154166666674
1000,twibot20,election2020,"covid_political,ukr_rus_suspended","covid_political,election2020,ukr_rus_suspended",-0.005213819444444323
1000,twibot20,facebook_page_reference,"covid_political,election2020,ukr_rus_suspended","covid_political,election2020,facebook_page_reference,ukr_rus_suspended",0.01324748611111115
1000,twibot20,facebook_page_reference,covid_political,"covid_political,facebook_page_reference",0.03387451388888896
1000,twibot20,facebook_page_reference,election2020,"election2020,facebook_page_reference",-0.11316186111111115
1000,twibot20,facebook_page_reference,"election2020,ukr_rus_suspended","election2020,facebook_page_reference,ukr_rus_suspended",-0.03393299999999988
1000,twibot20,facebook_page_reference,ukr_rus_suspended,"facebook_page_reference,ukr_rus_suspended",-0.051110680555555565
1000,twibot20,facebook_page_reference,"covid_political,election2020","covid_political,election2020,facebook_page_reference",0.020222305555555486
1000,twibot20,facebook_page_reference,"covid_political,ukr_rus_suspended","covid_political,facebook_page_reference,ukr_rus_suspended",-0.030529402777777603
1000,twibot20,ukr_rus_suspended,covid_political,"covid_political,ukr_rus_suspended",0.1305751805555555
1000,twibot20,ukr_rus_suspended,election2020,"election2020,ukr_rus_suspended",-0.03687348611111119
1000,twibot20,ukr_rus_suspended,facebook_page_reference,"facebook_page_reference,ukr_rus_suspended",0.06653702777777781
1000,twibot20,ukr_rus_suspended,"election2020,facebook_page_reference","election2020,facebook_page_reference,ukr_rus_suspended",0.042355375000000084
1000,twibot20,ukr_rus_suspended,"covid_political,facebook_page_reference","covid_political,facebook_page_reference,ukr_rus_suspended",0.06617126388888894
1000,twibot20,ukr_rus_suspended,"covid_political,election2020,facebook_page_reference","covid_political,election2020,facebook_page_reference,ukr_rus_suspended",0.09466634722222234
1000,twibot20,ukr_rus_suspended,"covid_political,election2020","covid_political,election2020,ukr_rus_suspended",0.10164116666666667
